run_id,domain,variant,protocol,repeat,ground_truth_feasible,raw_predicted_infeasible,terminal_causal_failure,cp_terminal_kind,cp_terminal_stage,summary
kitchen__F2_HIDDEN_SOUP_BOWL__fixed_full_inspection__r02,kitchen,F2_HIDDEN_SOUP_BOWL,fixed_full_inspection,2,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__F2_HIDDEN_SOUP_BOWL__fixed_full_inspection__r03,kitchen,F2_HIDDEN_SOUP_BOWL,fixed_full_inspection,3,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__F2_HIDDEN_SOUP_BOWL__fixed_full_inspection__r04,kitchen,F2_HIDDEN_SOUP_BOWL,fixed_full_inspection,4,True,True,UNRESOLVED_IDENTITY_FAILURE,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__F2_HIDDEN_SOUP_BOWL__initial_observation_only__r00,kitchen,F2_HIDDEN_SOUP_BOWL,initial_observation_only,0,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__F2_HIDDEN_SOUP_BOWL__initial_observation_only__r01,kitchen,F2_HIDDEN_SOUP_BOWL,initial_observation_only,1,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__F2_HIDDEN_SOUP_BOWL__initial_observation_only__r02,kitchen,F2_HIDDEN_SOUP_BOWL,initial_observation_only,2,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__F2_HIDDEN_SOUP_BOWL__initial_observation_only__r03,kitchen,F2_HIDDEN_SOUP_BOWL,initial_observation_only,3,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__F2_HIDDEN_SOUP_BOWL__initial_observation_only__r04,kitchen,F2_HIDDEN_SOUP_BOWL,initial_observation_only,4,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__F3_HIDDEN_VESSELS_MIXED__initial_observation_only__r00,kitchen,F3_HIDDEN_VESSELS_MIXED,initial_observation_only,0,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__F3_HIDDEN_VESSELS_MIXED__initial_observation_only__r01,kitchen,F3_HIDDEN_VESSELS_MIXED,initial_observation_only,1,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__F3_HIDDEN_VESSELS_MIXED__initial_observation_only__r02,kitchen,F3_HIDDEN_VESSELS_MIXED,initial_observation_only,2,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__F3_HIDDEN_VESSELS_MIXED__initial_observation_only__r03,kitchen,F3_HIDDEN_VESSELS_MIXED,initial_observation_only,3,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__F3_HIDDEN_VESSELS_MIXED__initial_observation_only__r04,kitchen,F3_HIDDEN_VESSELS_MIXED,initial_observation_only,4,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__F4_TOOLS_IN_DRAWERS__initial_observation_only__r00,kitchen,F4_TOOLS_IN_DRAWERS,initial_observation_only,0,True,True,UNRESOLVED_IDENTITY_FAILURE,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__F4_TOOLS_IN_DRAWERS__initial_observation_only__r01,kitchen,F4_TOOLS_IN_DRAWERS,initial_observation_only,1,True,True,UNRESOLVED_IDENTITY_FAILURE,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__F4_TOOLS_IN_DRAWERS__initial_observation_only__r02,kitchen,F4_TOOLS_IN_DRAWERS,initial_observation_only,2,True,True,UNRESOLVED_IDENTITY_FAILURE,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__F4_TOOLS_IN_DRAWERS__initial_observation_only__r03,kitchen,F4_TOOLS_IN_DRAWERS,initial_observation_only,3,True,True,UNRESOLVED_IDENTITY_FAILURE,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__F4_TOOLS_IN_DRAWERS__initial_observation_only__r04,kitchen,F4_TOOLS_IN_DRAWERS,initial_observation_only,4,True,True,UNRESOLVED_IDENTITY_FAILURE,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__F5_FULL_DISTRIBUTED_SEARCH__fixed_full_inspection__r02,kitchen,F5_FULL_DISTRIBUTED_SEARCH,fixed_full_inspection,2,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__F5_FULL_DISTRIBUTED_SEARCH__fixed_full_inspection__r03,kitchen,F5_FULL_DISTRIBUTED_SEARCH,fixed_full_inspection,3,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__F5_FULL_DISTRIBUTED_SEARCH__initial_observation_only__r00,kitchen,F5_FULL_DISTRIBUTED_SEARCH,initial_observation_only,0,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__F5_FULL_DISTRIBUTED_SEARCH__initial_observation_only__r01,kitchen,F5_FULL_DISTRIBUTED_SEARCH,initial_observation_only,1,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__F5_FULL_DISTRIBUTED_SEARCH__initial_observation_only__r02,kitchen,F5_FULL_DISTRIBUTED_SEARCH,initial_observation_only,2,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__F5_FULL_DISTRIBUTED_SEARCH__initial_observation_only__r03,kitchen,F5_FULL_DISTRIBUTED_SEARCH,initial_observation_only,3,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__F5_FULL_DISTRIBUTED_SEARCH__initial_observation_only__r04,kitchen,F5_FULL_DISTRIBUTED_SEARCH,initial_observation_only,4,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__I0_MISSING_COFFEE_VESSEL__fixed_full_inspection__r01,kitchen,I0_MISSING_COFFEE_VESSEL,fixed_full_inspection,1,False,True,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'coffee_pot_1'
kitchen__I0_MISSING_COFFEE_VESSEL__initial_observation_only__r00,kitchen,I0_MISSING_COFFEE_VESSEL,initial_observation_only,0,False,True,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,IK,no grasp candidate satisfies the IK tolerances
kitchen__I0_MISSING_COFFEE_VESSEL__initial_observation_only__r01,kitchen,I0_MISSING_COFFEE_VESSEL,initial_observation_only,1,False,True,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,IK,no grasp candidate satisfies the IK tolerances
kitchen__I0_MISSING_COFFEE_VESSEL__initial_observation_only__r02,kitchen,I0_MISSING_COFFEE_VESSEL,initial_observation_only,2,False,True,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,IK,no grasp candidate satisfies the IK tolerances
kitchen__I0_MISSING_COFFEE_VESSEL__initial_observation_only__r03,kitchen,I0_MISSING_COFFEE_VESSEL,initial_observation_only,3,False,True,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,IK,no grasp candidate satisfies the IK tolerances
kitchen__I0_MISSING_COFFEE_VESSEL__initial_observation_only__r04,kitchen,I0_MISSING_COFFEE_VESSEL,initial_observation_only,4,False,True,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,IK,no grasp candidate satisfies the IK tolerances
kitchen__I1_MISSING_SOUP_BOWL__fixed_full_inspection__r00,kitchen,I1_MISSING_SOUP_BOWL,fixed_full_inspection,0,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__I1_MISSING_SOUP_BOWL__fixed_full_inspection__r01,kitchen,I1_MISSING_SOUP_BOWL,fixed_full_inspection,1,False,True,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'cup_1_1'
kitchen__I1_MISSING_SOUP_BOWL__fixed_full_inspection__r02,kitchen,I1_MISSING_SOUP_BOWL,fixed_full_inspection,2,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__I1_MISSING_SOUP_BOWL__fixed_full_inspection__r03,kitchen,I1_MISSING_SOUP_BOWL,fixed_full_inspection,3,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__I1_MISSING_SOUP_BOWL__fixed_full_inspection__r04,kitchen,I1_MISSING_SOUP_BOWL,fixed_full_inspection,4,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__I1_MISSING_SOUP_BOWL__initial_observation_only__r00,kitchen,I1_MISSING_SOUP_BOWL,initial_observation_only,0,False,True,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,IK,no grasp candidate satisfies the IK tolerances
kitchen__I1_MISSING_SOUP_BOWL__initial_observation_only__r01,kitchen,I1_MISSING_SOUP_BOWL,initial_observation_only,1,False,True,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,IK,no grasp candidate satisfies the IK tolerances
kitchen__I1_MISSING_SOUP_BOWL__initial_observation_only__r02,kitchen,I1_MISSING_SOUP_BOWL,initial_observation_only,2,False,True,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,IK,no grasp candidate satisfies the IK tolerances
kitchen__I1_MISSING_SOUP_BOWL__initial_observation_only__r03,kitchen,I1_MISSING_SOUP_BOWL,initial_observation_only,3,False,True,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,IK,no grasp candidate satisfies the IK tolerances
kitchen__I1_MISSING_SOUP_BOWL__initial_observation_only__r04,kitchen,I1_MISSING_SOUP_BOWL,initial_observation_only,4,False,True,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,IK,no grasp candidate satisfies the IK tolerances
kitchen__I2_MISSING_COFFEE_SPOON__fixed_full_inspection__r00,kitchen,I2_MISSING_COFFEE_SPOON,fixed_full_inspection,0,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__I2_MISSING_COFFEE_SPOON__fixed_full_inspection__r01,kitchen,I2_MISSING_COFFEE_SPOON,fixed_full_inspection,1,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__I2_MISSING_COFFEE_SPOON__fixed_full_inspection__r02,kitchen,I2_MISSING_COFFEE_SPOON,fixed_full_inspection,2,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__I2_MISSING_COFFEE_SPOON__fixed_full_inspection__r03,kitchen,I2_MISSING_COFFEE_SPOON,fixed_full_inspection,3,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__I2_MISSING_COFFEE_SPOON__fixed_full_inspection__r04,kitchen,I2_MISSING_COFFEE_SPOON,fixed_full_inspection,4,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__I2_MISSING_COFFEE_SPOON__initial_observation_only__r00,kitchen,I2_MISSING_COFFEE_SPOON,initial_observation_only,0,False,True,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,IK,no grasp candidate satisfies the IK tolerances
kitchen__I2_MISSING_COFFEE_SPOON__initial_observation_only__r01,kitchen,I2_MISSING_COFFEE_SPOON,initial_observation_only,1,False,True,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,IK,no grasp candidate satisfies the IK tolerances
kitchen__I2_MISSING_COFFEE_SPOON__initial_observation_only__r02,kitchen,I2_MISSING_COFFEE_SPOON,initial_observation_only,2,False,True,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,IK,no grasp candidate satisfies the IK tolerances
kitchen__I2_MISSING_COFFEE_SPOON__initial_observation_only__r03,kitchen,I2_MISSING_COFFEE_SPOON,initial_observation_only,3,False,True,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,IK,no grasp candidate satisfies the IK tolerances
kitchen__I2_MISSING_COFFEE_SPOON__initial_observation_only__r04,kitchen,I2_MISSING_COFFEE_SPOON,initial_observation_only,4,False,True,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,IK,no grasp candidate satisfies the IK tolerances
kitchen__I3_MISSING_SOUP_UTENSIL__fixed_full_inspection__r01,kitchen,I3_MISSING_SOUP_UTENSIL,fixed_full_inspection,1,False,True,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'coffee_pot_1'
kitchen__I3_MISSING_SOUP_UTENSIL__fixed_full_inspection__r02,kitchen,I3_MISSING_SOUP_UTENSIL,fixed_full_inspection,2,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__I3_MISSING_SOUP_UTENSIL__fixed_full_inspection__r03,kitchen,I3_MISSING_SOUP_UTENSIL,fixed_full_inspection,3,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__I3_MISSING_SOUP_UTENSIL__fixed_full_inspection__r04,kitchen,I3_MISSING_SOUP_UTENSIL,fixed_full_inspection,4,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__I3_MISSING_SOUP_UTENSIL__initial_observation_only__r00,kitchen,I3_MISSING_SOUP_UTENSIL,initial_observation_only,0,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__I3_MISSING_SOUP_UTENSIL__initial_observation_only__r01,kitchen,I3_MISSING_SOUP_UTENSIL,initial_observation_only,1,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__I3_MISSING_SOUP_UTENSIL__initial_observation_only__r02,kitchen,I3_MISSING_SOUP_UTENSIL,initial_observation_only,2,False,True,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'cup_1'
kitchen__I3_MISSING_SOUP_UTENSIL__initial_observation_only__r03,kitchen,I3_MISSING_SOUP_UTENSIL,initial_observation_only,3,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__I3_MISSING_SOUP_UTENSIL__initial_observation_only__r04,kitchen,I3_MISSING_SOUP_UTENSIL,initial_observation_only,4,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__I4_MISSING_KETTLE__fixed_full_inspection__r02,kitchen,I4_MISSING_KETTLE,fixed_full_inspection,2,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__I4_MISSING_KETTLE__fixed_full_inspection__r04,kitchen,I4_MISSING_KETTLE,fixed_full_inspection,4,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__I4_MISSING_KETTLE__initial_observation_only__r00,kitchen,I4_MISSING_KETTLE,initial_observation_only,0,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__I4_MISSING_KETTLE__initial_observation_only__r01,kitchen,I4_MISSING_KETTLE,initial_observation_only,1,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__I4_MISSING_KETTLE__initial_observation_only__r02,kitchen,I4_MISSING_KETTLE,initial_observation_only,2,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__I4_MISSING_KETTLE__initial_observation_only__r03,kitchen,I4_MISSING_KETTLE,initial_observation_only,3,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__I4_MISSING_KETTLE__initial_observation_only__r04,kitchen,I4_MISSING_KETTLE,initial_observation_only,4,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__I5_MISSING_COFFEE_JAR__fixed_full_inspection__r00,kitchen,I5_MISSING_COFFEE_JAR,fixed_full_inspection,0,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__I5_MISSING_COFFEE_JAR__fixed_full_inspection__r02,kitchen,I5_MISSING_COFFEE_JAR,fixed_full_inspection,2,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__I5_MISSING_COFFEE_JAR__fixed_full_inspection__r03,kitchen,I5_MISSING_COFFEE_JAR,fixed_full_inspection,3,False,True,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'coffee_pot_1'
kitchen__I5_MISSING_COFFEE_JAR__fixed_full_inspection__r04,kitchen,I5_MISSING_COFFEE_JAR,fixed_full_inspection,4,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
kitchen__I5_MISSING_COFFEE_JAR__initial_observation_only__r00,kitchen,I5_MISSING_COFFEE_JAR,initial_observation_only,0,False,True,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'cup_1'
kitchen__I5_MISSING_COFFEE_JAR__initial_observation_only__r01,kitchen,I5_MISSING_COFFEE_JAR,initial_observation_only,1,False,True,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'cup_1'
kitchen__I5_MISSING_COFFEE_JAR__initial_observation_only__r02,kitchen,I5_MISSING_COFFEE_JAR,initial_observation_only,2,False,True,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'cup_1'
kitchen__I5_MISSING_COFFEE_JAR__initial_observation_only__r03,kitchen,I5_MISSING_COFFEE_JAR,initial_observation_only,3,False,True,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'cup_1'
kitchen__I5_MISSING_COFFEE_JAR__initial_observation_only__r04,kitchen,I5_MISSING_COFFEE_JAR,initial_observation_only,4,False,True,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'cup_1'
living_room__F0_ALL_OBJECTS_IN_STAGING__fixed_full_inspection__r00,living_room,F0_ALL_OBJECTS_IN_STAGING,fixed_full_inspection,0,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F0_ALL_OBJECTS_IN_STAGING__fixed_full_inspection__r01,living_room,F0_ALL_OBJECTS_IN_STAGING,fixed_full_inspection,1,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F0_ALL_OBJECTS_IN_STAGING__fixed_full_inspection__r02,living_room,F0_ALL_OBJECTS_IN_STAGING,fixed_full_inspection,2,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F0_ALL_OBJECTS_IN_STAGING__fixed_full_inspection__r03,living_room,F0_ALL_OBJECTS_IN_STAGING,fixed_full_inspection,3,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F0_ALL_OBJECTS_IN_STAGING__fixed_full_inspection__r04,living_room,F0_ALL_OBJECTS_IN_STAGING,fixed_full_inspection,4,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F0_ALL_OBJECTS_IN_STAGING__initial_observation_only__r00,living_room,F0_ALL_OBJECTS_IN_STAGING,initial_observation_only,0,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F0_ALL_OBJECTS_IN_STAGING__initial_observation_only__r01,living_room,F0_ALL_OBJECTS_IN_STAGING,initial_observation_only,1,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F0_ALL_OBJECTS_IN_STAGING__initial_observation_only__r02,living_room,F0_ALL_OBJECTS_IN_STAGING,initial_observation_only,2,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F0_ALL_OBJECTS_IN_STAGING__initial_observation_only__r03,living_room,F0_ALL_OBJECTS_IN_STAGING,initial_observation_only,3,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F0_ALL_OBJECTS_IN_STAGING__initial_observation_only__r04,living_room,F0_ALL_OBJECTS_IN_STAGING,initial_observation_only,4,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F1_LEFT_SAUCER_PREPLACED__fixed_full_inspection__r00,living_room,F1_LEFT_SAUCER_PREPLACED,fixed_full_inspection,0,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F1_LEFT_SAUCER_PREPLACED__fixed_full_inspection__r01,living_room,F1_LEFT_SAUCER_PREPLACED,fixed_full_inspection,1,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F1_LEFT_SAUCER_PREPLACED__fixed_full_inspection__r02,living_room,F1_LEFT_SAUCER_PREPLACED,fixed_full_inspection,2,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F1_LEFT_SAUCER_PREPLACED__fixed_full_inspection__r03,living_room,F1_LEFT_SAUCER_PREPLACED,fixed_full_inspection,3,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
