run_id,domain,variant,protocol,repeat,attempt_index,atom,predicate,arguments,passed,physical_evidence,failure_classification
living_room__I3_NO_TABLES__fixed_full_inspection__r01,living_room,I3_NO_TABLES,fixed_full_inspection,1,0,(at cup_2 staging),at,cup_2; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""cup_2"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__fixed_full_inspection__r01,living_room,I3_NO_TABLES,fixed_full_inspection,1,0,(at remote_1 staging),at,remote_1; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""remote_1"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__fixed_full_inspection__r01,living_room,I3_NO_TABLES,fixed_full_inspection,1,0,(at saucer_1 staging),at,saucer_1; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""saucer_1"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__fixed_full_inspection__r01,living_room,I3_NO_TABLES,fixed_full_inspection,1,0,(at saucer_2 staging),at,saucer_2; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""saucer_2"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__fixed_full_inspection__r02,living_room,I3_NO_TABLES,fixed_full_inspection,2,0,(at cup_1 staging),at,cup_1; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""cup_1"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__fixed_full_inspection__r02,living_room,I3_NO_TABLES,fixed_full_inspection,2,0,(at cup_2 staging),at,cup_2; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""cup_2"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__fixed_full_inspection__r02,living_room,I3_NO_TABLES,fixed_full_inspection,2,0,(at remote_1 staging),at,remote_1; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""remote_1"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__fixed_full_inspection__r02,living_room,I3_NO_TABLES,fixed_full_inspection,2,0,(at saucer_1 staging),at,saucer_1; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""saucer_1"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__fixed_full_inspection__r02,living_room,I3_NO_TABLES,fixed_full_inspection,2,0,(at saucer_2 staging),at,saucer_2; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""saucer_2"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__fixed_full_inspection__r03,living_room,I3_NO_TABLES,fixed_full_inspection,3,0,(at cup_1 staging),at,cup_1; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""cup_1"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__fixed_full_inspection__r03,living_room,I3_NO_TABLES,fixed_full_inspection,3,0,(at cup_2 staging),at,cup_2; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""cup_2"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__fixed_full_inspection__r03,living_room,I3_NO_TABLES,fixed_full_inspection,3,0,(at remote_1 staging),at,remote_1; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""remote_1"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__fixed_full_inspection__r03,living_room,I3_NO_TABLES,fixed_full_inspection,3,0,(at saucer_1 staging),at,saucer_1; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""saucer_1"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__fixed_full_inspection__r03,living_room,I3_NO_TABLES,fixed_full_inspection,3,0,(at saucer_2 staging),at,saucer_2; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""saucer_2"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__fixed_full_inspection__r04,living_room,I3_NO_TABLES,fixed_full_inspection,4,0,(at cup_1 staging),at,cup_1; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""cup_1"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__fixed_full_inspection__r04,living_room,I3_NO_TABLES,fixed_full_inspection,4,0,(at cup_2 staging),at,cup_2; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""cup_2"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__fixed_full_inspection__r04,living_room,I3_NO_TABLES,fixed_full_inspection,4,0,(at remote_1 staging),at,remote_1; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""remote_1"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__fixed_full_inspection__r04,living_room,I3_NO_TABLES,fixed_full_inspection,4,0,(at saucer_1 staging),at,saucer_1; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""saucer_1"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__fixed_full_inspection__r04,living_room,I3_NO_TABLES,fixed_full_inspection,4,0,(at saucer_2 staging),at,saucer_2; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""saucer_2"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__initial_observation_only__r00,living_room,I3_NO_TABLES,initial_observation_only,0,0,(at cup_1 staging),at,cup_1; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""cup_1"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__initial_observation_only__r00,living_room,I3_NO_TABLES,initial_observation_only,0,0,(at cup_2 staging),at,cup_2; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""cup_2"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__initial_observation_only__r00,living_room,I3_NO_TABLES,initial_observation_only,0,0,(at remote_1 staging),at,remote_1; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""remote_1"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__initial_observation_only__r00,living_room,I3_NO_TABLES,initial_observation_only,0,0,(at saucer_1 staging),at,saucer_1; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""saucer_1"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__initial_observation_only__r00,living_room,I3_NO_TABLES,initial_observation_only,0,0,(at saucer_2 staging),at,saucer_2; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""saucer_2"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__initial_observation_only__r01,living_room,I3_NO_TABLES,initial_observation_only,1,0,(at cup_1 staging),at,cup_1; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""cup_1"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__initial_observation_only__r01,living_room,I3_NO_TABLES,initial_observation_only,1,0,(at cup_2 staging),at,cup_2; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""cup_2"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__initial_observation_only__r01,living_room,I3_NO_TABLES,initial_observation_only,1,0,(at remote_1 staging),at,remote_1; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""remote_1"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__initial_observation_only__r01,living_room,I3_NO_TABLES,initial_observation_only,1,0,(at saucer_1 staging),at,saucer_1; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""saucer_1"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__initial_observation_only__r01,living_room,I3_NO_TABLES,initial_observation_only,1,0,(at saucer_2 staging),at,saucer_2; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""saucer_2"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__initial_observation_only__r02,living_room,I3_NO_TABLES,initial_observation_only,2,0,(at cup_1 staging),at,cup_1; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""cup_1"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__initial_observation_only__r02,living_room,I3_NO_TABLES,initial_observation_only,2,0,(at cup_2 staging),at,cup_2; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""cup_2"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__initial_observation_only__r02,living_room,I3_NO_TABLES,initial_observation_only,2,0,(at remote_1 staging),at,remote_1; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""remote_1"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__initial_observation_only__r02,living_room,I3_NO_TABLES,initial_observation_only,2,0,(at saucer_1 staging),at,saucer_1; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""saucer_1"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__initial_observation_only__r02,living_room,I3_NO_TABLES,initial_observation_only,2,0,(at saucer_2 staging),at,saucer_2; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""saucer_2"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__initial_observation_only__r03,living_room,I3_NO_TABLES,initial_observation_only,3,0,(at cup_1 staging),at,cup_1; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""cup_1"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__initial_observation_only__r03,living_room,I3_NO_TABLES,initial_observation_only,3,0,(at cup_2 staging),at,cup_2; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""cup_2"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__initial_observation_only__r03,living_room,I3_NO_TABLES,initial_observation_only,3,0,(at remote_1 staging),at,remote_1; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""remote_1"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__initial_observation_only__r03,living_room,I3_NO_TABLES,initial_observation_only,3,0,(at saucer_1 staging),at,saucer_1; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""saucer_1"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__initial_observation_only__r03,living_room,I3_NO_TABLES,initial_observation_only,3,0,(at saucer_2 staging),at,saucer_2; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""saucer_2"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__initial_observation_only__r04,living_room,I3_NO_TABLES,initial_observation_only,4,0,(at cup_1 staging),at,cup_1; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""cup_1"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__initial_observation_only__r04,living_room,I3_NO_TABLES,initial_observation_only,4,0,(at cup_2 staging),at,cup_2; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""cup_2"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__initial_observation_only__r04,living_room,I3_NO_TABLES,initial_observation_only,4,0,(at remote_1 staging),at,remote_1; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""remote_1"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__initial_observation_only__r04,living_room,I3_NO_TABLES,initial_observation_only,4,0,(at saucer_1 staging),at,saucer_1; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""saucer_1"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
living_room__I3_NO_TABLES__initial_observation_only__r04,living_room,I3_NO_TABLES,initial_observation_only,4,0,(at saucer_2 staging),at,saucer_2; staging,False,"{""contained"": false, ""inserted"": false, ""object"": ""saucer_2"", ""support"": null}",EMPTY_PLAN_HALLUCINATED_INIT
